7852	162643
462	107300
182	601920
5071	602544
5159	173410
5660	176801
2528	136836
7873	601916
675	601916
7157	601916
4089	601916
1029	601916
91	601916
6794	601916
3845	601916
5932	601916
7873	600185
675	600185
7157	600185
4089	600185
1029	600185
91	600185
6794	600185
3845	600185
5932	600185
7873	191170
675	191170
7157	191170
4089	191170
1029	191170
91	191170
6794	191170
3845	191170
5932	191170
7873	600993
675	600993
7157	600993
4089	600993
1029	600993
91	600993
6794	600993
3845	600993
5932	600993
7873	600160
675	600160
7157	600160
4089	600160
1029	600160
91	600160
6794	600160
3845	600160
5932	600160
7873	601300
675	601300
7157	601300
4089	601300
1029	601300
91	601300
6794	601300
3845	601300
5932	601300
7873	602216
675	602216
7157	602216
4089	602216
1029	602216
91	602216
6794	602216
3845	602216
5932	602216
7873	190070
675	190070
7157	190070
4089	190070
1029	190070
91	190070
6794	190070
3845	190070
5932	190070
7873	604124
675	604124
7157	604124
4089	604124
1029	604124
91	604124
6794	604124
3845	604124
5932	604124
7157	191170
11200	191170
7157	604373
11200	604373
3501	147110
2690	600946
6473	600946
89884	600946
2690	312865
6473	312865
89884	312865
2690	400020
6473	400020
89884	400020
2690	602146
6473	602146
89884	602146
84441	607537
23373	607537
84441	607536
23373	607536
3939	150000
5627	176880
7276	176300
29881	608010
1736	300126
7012	300126
1736	602322
7012	602322
1756	300377
8518	603722
1280	120140
5979	164761
4914	164761
5979	191315
4914	191315
50964	605740
1075	602365
3778	600150
6324	600150
3778	600235
6324	600235
1019	123829
1029	123829
7517	123829
6794	123829
673	123829
1019	600160
1029	600160
7517	600160
6794	600160
673	600160
1019	600160
1029	600160
7517	600160
6794	600160
673	600160
1019	600675
1029	600675
7517	600675
6794	600675
673	600675
1019	602216
1029	602216
7517	602216
6794	602216
673	602216
1019	164757
1029	164757
7517	164757
6794	164757
673	164757
4598	251170
9289	604110
189	604285
9380	604285
189	604296
9380	604296
5077	606597
1261	600053
54714	600053
2780	600053
1261	605080
54714	605080
2780	605080
1261	139340
54714	139340
2780	139340
3689	600065
3998	601567
4846	163729
3931	606967
5189	602136
5192	602136
5194	602136
5195	602136
55670	602136
5824	602136
5830	602136
5825	602136
5828	602136
9409	602136
8504	602136
5189	602859
5192	602859
5194	602859
5195	602859
55670	602859
5824	602859
5830	602859
5825	602859
5828	602859
9409	602859
8504	602859
5189	601789
5192	601789
5194	601789
5195	601789
55670	601789
5824	601789
5830	601789
5825	601789
5828	601789
9409	601789
8504	601789
5189	601791
5192	601791
5194	601791
5195	601791
55670	601791
5824	601791
5830	601791
5825	601791
5828	601791
9409	601791
8504	601791
5189	608666
5192	608666
5194	608666
5195	608666
55670	608666
5824	608666
5830	608666
5825	608666
5828	608666
9409	608666
8504	608666
5189	600279
5192	600279
5194	600279
5195	600279
55670	600279
5824	600279
5830	600279
5825	600279
5828	600279
9409	600279
8504	600279
5189	600414
5192	600414
5194	600414
5195	600414
55670	600414
5824	600414
5830	600414
5825	600414
5828	600414
9409	600414
8504	600414
5189	170995
5192	170995
5194	170995
5195	170995
55670	170995
5824	170995
5830	170995
5825	170995
5828	170995
9409	170995
8504	170995
5189	170993
5192	170993
5194	170993
5195	170993
