274300	7173
274300	7068
274300	7173
274300	7068
608393	60386
608393	79648
608393	55755
608393	259266
608393	55835
184460	9241
184460	9241
184460	9241
184460	9241
256500	11005
256500	11005
256500	26762
256500	7941
256500	6403
256500	3566
188550	5573
188550	4626
188550	5573
188550	7253
188550	7157
188550	9562
188550	5728
188550	3265
188550	9950
188550	8031
188550	5108
188550	5573
188550	51592
188550	8805
188550	7253
188550	7157
188550	9562
188550	5728
188550	3265
188550	9950
188550	8031
188550	5108
188550	5573
188550	51592
188550	8805
188550	7253
188550	7157
188550	9562
188550	5728
188550	3265
188550	9950
188550	8031
188550	5108
188550	5573
188550	51592
188550	8805
188550	7253
188550	7157
188550	9562
188550	5728
188550	3265
188550	9950
188550	8031
188550	5108
188550	5573
188550	51592
188550	8805
188550	7253
188550	7157
188550	9562
188550	5728
188550	3265
188550	9950
188550	8031
188550	5108
188550	5573
188550	51592
188550	8805
188550	7253
188550	7157
188550	9562
188550	5728
188550	3265
188550	9950
188550	8031
188550	5108
188550	5573
188550	51592
188550	8805
188550	5573
188550	5573
607765	5205
607765	5244
607765	8647
607765	80270
608622	3779
608622	4306
608622	185
608622	5740
608622	118
608622	183
608622	1889
608622	2784
608622	56729
608622	3291
608622	4846
608622	1577
608895	2006
608895	10516
608895	538
608895	2006
608895	10516
608895	538
608895	3075
608895	83872
608895	10516
608895	54714
608895	6103
600965	7466
600965	7466
263700	210
263700	3145
263700	7390
263700	7389
263700	3077
263700	5498
166000	5745
166000	5745
166000	1300
609529	23495
176450	3110
603830	6331
603830	6331
603830	6331
603830	6331
603830	6331
603830	3784
603830	3757
603830	6331
603830	287
603830	3753
603830	9992
603830	3759
606243	79058
162210	6886
162210	6887
162210	2322
162210	4683
162210	10320
162210	3233
162210	613
162210	405
162210	3845
162210	8833
162210	8028
162210	23365
162210	8301
162210	1050
162210	26511
162210	3815
162210	4026
162210	4869
162210	8021
162210	861
162210	54904
162210	10962
162210	4926
162210	7704
162210	5371
162210	6777
162210	115761
162210	5027
162210	23092
162210	4763
162210	5781
162210	596
162210	595
162210	2623
162210	25
162210	1728
162210	4763
162210	4763
162210	4763
162210	4771
162210	4436
162210	4763
245660	1294
245660	1308
245660	3691
245660	3909
245660	3914
245660	3918
245660	3655
245660	1832
245660	3861
245660	3852
245660	5339
245660	1294
245660	1308
245660	3691
245660	3909
245660	3914
245660	3918
245660	3655
245660	1832
245660	3861
245660	3852
245660	5339
245660	3909
144200	3872
144200	3854
144200	3868
144200	3853
144200	3868
144200	3868
144200	3858
144200	3848
144200	3857
214100	5189
214100	5192
214100	5194
214100	5195
214100	55670
214100	5824
214100	5830
214100	5825
214100	5828
214100	9409
214100	8504
214100	5189
214100	5192
214100	5194
214100	5195
214100	55670
214100	5824
214100	5830
214100	5825
214100	5828
214100	9409
214100	8504
214100	5189
214100	5192
214100	5194
214100	5195
214100	55670
214100	5824
214100	5830
214100	5825
214100	5828
214100	9409
214100	8504
214100	5189
214100	5192
214100	5194
214100	5195
214100	55670
214100	5824
214100	5830
214100	5825
214100	5828
214100	9409
214100	8504
214100	5189
214100	5192
214100	5194
214100	5195
214100	55670
214100	5824
214100	5830
214100	5825
214100	5828
214100	9409
214100	8504
214100	5189
214100	5192
214100	5194
214100	5195
214100	55670
214100	5824
214100	5830
214100	5825
214100	5828
214100	9409
214100	8504
214100	5189
214100	5192
214100	5194
214100	5195
214100	55670
214100	5824
214100	5830
214100	5825
214100	5828
214100	9409
214100	8504
214100	5189
214100	5192
214100	5194
214100	5195
214100	55670
214100	5824
214100	5830
214100	5825
214100	5828
214100	9409
214100	8504
214100	5191
214100	5264
214100	5189
214100	55670
214100	5828
214100	5191
214100	5264
214100	5189
214100	55670
214100	5828
214100	215
214100	5192
214100	5194
214100	5189
214100	55670
214100	5830
214100	215
214100	5192
214100	5194
214100	5189
214100	55670
214100	5830
214100	215
214100	5192
214100	5194
214100	5189
214100	55670
214100	5830
214100	215
214100	5192
214100	5194
214100	5189
214100	55670
214100	5830
214100	215
214100	5192
214100	5194
214100	5189
214100	55670
214100	5830
313900	2214
313900	2214
313900	1991
313900	1991
313900	2672
313900	2672
313900	7454
313900	7454
313900	7454
313900	7454
313900	84930
313900	84930
313900	4352
313900	4352
313900	7454
313900	7454
313900	2153
313900	2153
313900	84930
313900	84930
313900	4352
313900	4352
313900	7454
313900	7454
313900	2153
313900	2153
226400	11322
226400	147138
226400	11322
226400	147138
218040	2261
218040	3845
218040	5925
218040	3265
218040	3265
218040	7253
218040	7157
218040	9562
218040	5728
218040	3265
218040	9950
218040	8031
218040	5108
218040	5573
218040	51592
218040	8805
300299	2214
300299	1991
300299	2672
300299	7454
300299	7454
300299	84930
300299	4352
300299	7454
300299	2153
300299	84930
300299	4352
300299	7454
300299	2153
133239	7048
133239	6049
133239	11178
133239	51741
133239	7048
133239	6049
133239	11178
133239	51741
133239	7048
133239	6049
133239	11178
133239	51741
133239	7048
133239	6049
133239	11178
133239	51741
133239	25788
133239	8438
133239	8915
133239	5782
133239	7048
133239	6714
133239	27030
133239	5795
133239	4953
133239	4595
133239	8313
133239	701
133239	2033
133239	5157
133239	5290
133239	7157
133239	324
133239	581
133239	1499
133239	1630
133239	4163
133239	4893
133239	4436
133239	4292
133239	5378
133239	5395
133239	2956
133239	2261
133239	201163
133239	673
133239	10395
133239	5320
133239	595
133239	699
133239	25788
133239	8438
133239	8915
133239	5782
133239	7048
133239	6714
133239	27030
133239	5795
133239	4953
133239	4595
133239	8313
133239	701
133239	2033
133239	5157
133239	5290
133239	7157
133239	324
133239	581
133239	1499
133239	1630
133239	4163
133239	4893
133239	4436
133239	4292
133239	5378
133239	5395
133239	2956
133239	2261
133239	201163
133239	673
133239	10395
133239	5320
133239	595
133239	699
133239	7046
133239	7048
603909	843
603909	324
603909	3659
603909	999
603909	3553
603909	3557
603909	843
603909	2064
603909	2263
603909	1316
603909	4595
603909	355
603909	843
603909	841
603909	326
137760	4653
137760	10133
137760	1545
137760	4976
137760	4653
137760	10133
137760	1545
137760	4976
137760	4653
137760	10133
137760	1545
137760	4976
137760	4653
137760	10133
137760	1545
137760	4976
137760	4653
137760	10133
137760	1545
137760	4976
137760	4653
137760	10133
137760	1545
137760	4976
137760	5080
137760	1545
608175	7038
608175	1493
608175	6528
608175	50506
608175	7849
608175	7253
608175	7038
608175	7252
608175	7173
608175	7038
300376	1756
300376	1756
300376	4618
300376	4634
300376	70
300376	4625
300376	4000
300376	7139
300376	7273
300376	1674
300376	2070
300376	6444
300376	8048
300376	8557
